device_type,device_index,method,vds,temperature,vth,vth_ref_295k,vth_diff,temp_diff
nmos,1,sqrt,1.2,140.0,0.45938232582830224,0.3905063345437027,0.06887599128459954,-155.0
nmos,1,sqrt,1.2,185.0,0.447665764819882,0.3905063345437027,0.05715943027617931,-110.0
nmos,1,sqrt,1.2,85.0,0.4770371261638833,0.3905063345437027,0.08653079162018057,-210.0
nmos,1,sqrt,1.2,220.0,0.43254417836871195,0.3905063345437027,0.04203784382500925,-75.0
nmos,1,sqrt,1.2,115.0,0.4714677822466026,0.3905063345437027,0.08096144770289987,-180.0
nmos,1,sqrt,1.2,140.0,0.45421317415288703,0.3905063345437027,0.06370683960918433,-155.0
nmos,1,sqrt,1.2,185.0,0.4369155092497923,0.3905063345437027,0.04640917470608957,-110.0
nmos,1,sqrt,1.2,85.0,0.4713522550974261,0.3905063345437027,0.08084592055372342,-210.0
nmos,1,sqrt,1.2,220.0,0.4207965934436757,0.3905063345437027,0.030290258899973,-75.0
nmos,1,sqrt,1.2,115.0,0.4631492794561651,0.3905063345437027,0.07264294491246237,-180.0
nmos,1,traditional,0.1,140.0,0.633081896551724,0.561482219061166,0.07159967749055796,-155.0
nmos,1,traditional,0.1,185.0,0.6164279902359647,0.561482219061166,0.05494577117479871,-110.0
nmos,1,traditional,0.1,85.0,0.6439530332681016,0.561482219061166,0.08247081420693558,-210.0
nmos,1,traditional,0.1,220.0,0.6018471910112361,0.561482219061166,0.04036497195007005,-75.0
nmos,1,traditional,0.1,115.0,0.6412684165961049,0.561482219061166,0.07978619753493887,-180.0
nmos,1,traditional,0.1,140.0,0.6173001555209955,0.561482219061166,0.055817936459829465,-155.0
nmos,1,traditional,0.1,185.0,0.6008398299078668,0.561482219061166,0.03935761084670075,-110.0
nmos,1,traditional,0.1,85.0,0.6338583755649914,0.561482219061166,0.07237615650382534,-210.0
nmos,1,traditional,0.1,220.0,0.5822544508901784,0.561482219061166,0.020772231829012333,-75.0
nmos,1,traditional,0.1,115.0,0.6249232119350596,0.561482219061166,0.0634409928738936,-180.0
nmos,2,sqrt,1.2,115.0,0.5117297180774005,0.43012319483025524,0.08160652324714529,-180.0
nmos,2,sqrt,1.2,140.0,0.49530857737873624,0.43012319483025524,0.065185382548481,-155.0
nmos,2,sqrt,1.2,185.0,0.4793466227868667,0.43012319483025524,0.04922342795661144,-110.0
nmos,2,sqrt,1.2,85.0,0.5107103733453237,0.43012319483025524,0.08058717851506841,-210.0
nmos,2,sqrt,1.2,220.0,0.4659548561459475,0.43012319483025524,0.035831661315692265,-75.0
nmos,2,sqrt,1.2,115.0,0.5031351611484124,0.43012319483025524,0.07301196631815715,-180.0
nmos,2,sqrt,1.2,140.0,0.5034990999397745,0.43012319483025524,0.07337590510951925,-155.0
nmos,2,sqrt,1.2,185.0,0.4852274670791664,0.43012319483025524,0.05510427224891118,-110.0
nmos,2,sqrt,1.2,85.0,0.5242765405567915,0.43012319483025524,0.09415334572653627,-210.0
nmos,2,sqrt,1.2,220.0,0.46839783379904565,0.43012319483025524,0.03827463896879041,-75.0
nmos,2,sqrt,1.2,115.0,0.5133064395638551,0.43012319483025524,0.08318324473359989,-180.0
nmos,2,traditional,0.1,115.0,0.6856374807987716,0.589883232134517,0.09575424866425464,-180.0
nmos,2,traditional,0.1,140.0,0.6712059471365638,0.589883232134517,0.0813227150020468,-155.0
nmos,2,traditional,0.1,185.0,0.6528238369053838,0.589883232134517,0.06294060477086683,-110.0
nmos,2,traditional,0.1,85.0,0.6853750826173167,0.589883232134517,0.09549185048279973,-210.0
nmos,2,traditional,0.1,220.0,0.6378407526388249,0.589883232134517,0.047957520504307904,-75.0
nmos,2,traditional,0.1,115.0,0.6789843140653434,0.589883232134517,0.08910108193082644,-180.0
nmos,2,traditional,0.1,140.0,0.6583966327329677,0.589883232134517,0.06851340059845068,-155.0
nmos,2,traditional,0.1,185.0,0.6397149220489974,0.589883232134517,0.04983168991448039,-110.0
nmos,2,traditional,0.1,85.0,0.673981351161154,0.589883232134517,0.084098119026637,-210.0
nmos,2,traditional,0.1,220.0,0.629686855200874,0.589883232134517,0.039803623066356986,-75.0
nmos,2,traditional,0.1,115.0,0.6666611157368858,0.589883232134517,0.07677788360236881,-180.0
nmos,3,sqrt,1.2,140.0,0.4590769041307634,0.38082078608519854,0.07825611804556487,-155.0
nmos,3,sqrt,1.2,185.0,0.43692376757995705,0.38082078608519854,0.05610298149475851,-110.0
nmos,3,sqrt,1.2,115.0,0.468247721798391,0.38082078608519854,0.08742693571319249,-180.0
nmos,3,sqrt,1.2,140.0,0.470147173460536,0.38082078608519854,0.08932638737533749,-155.0
nmos,3,sqrt,1.2,185.0,0.45031445594813135,0.38082078608519854,0.06949366986293282,-110.0
nmos,3,sqrt,1.2,85.0,0.4870181531106995,0.38082078608519854,0.10619736702550098,-210.0
nmos,3,sqrt,1.2,220.0,0.4350372130187137,0.38082078608519854,0.05421642693351514,-75.0
nmos,3,sqrt,1.2,115.0,0.4779393221419308,0.38082078608519854,0.09711853605673226,-180.0
nmos,3,sqrt,1.2,140.0,0.471905231295733,0.38082078608519854,0.09108444521053444,-155.0
nmos,3,sqrt,1.2,185.0,0.4528847122628459,0.38082078608519854,0.07206392617764734,-110.0
nmos,3,sqrt,1.2,85.0,0.4883244417680249,0.38082078608519854,0.10750365568282638,-210.0
nmos,3,sqrt,1.2,220.0,0.4376611720804929,0.38082078608519854,0.05684038599529434,-75.0
nmos,3,sqrt,1.2,115.0,0.48135966312547335,0.38082078608519854,0.10053887704027481,-180.0
nmos,3,traditional,0.1,140.0,0.6204326250159057,0.5419958419958417,0.07843678302006396,-155.0
nmos,3,traditional,0.1,185.0,0.601864682520695,0.5419958419958417,0.059868840524853306,-110.0
nmos,3,traditional,0.1,115.0,0.6307815246923448,0.5419958419958417,0.08878568269650311,-180.0
nmos,3,traditional,0.1,140.0,0.6262596865851559,0.5419958419958417,0.08426384458931413,-155.0
nmos,3,traditional,0.1,185.0,0.6089127906976746,0.5419958419958417,0.06691694870183285,-110.0
nmos,3,traditional,0.1,85.0,0.6418526266852629,0.5419958419958417,0.09985678468942116,-210.0
nmos,3,traditional,0.1,220.0,0.5929041916167668,0.5419958419958417,0.05090834962092505,-75.0
nmos,3,traditional,0.1,115.0,0.6355491540552606,0.5419958419958417,0.09355331205941886,-180.0
nmos,3,traditional,0.1,140.0,0.6340155661991108,0.5419958419958417,0.0920197242032691,-155.0
nmos,3,traditional,0.1,185.0,0.6151374819102753,0.5419958419958417,0.07314163991443356,-110.0
nmos,3,traditional,0.1,85.0,0.6506098541403472,0.5419958419958417,0.1086140121445055,-210.0
nmos,3,traditional,0.1,220.0,0.5998171216538565,0.5419958419958417,0.05782127965801476,-75.0
nmos,3,traditional,0.1,115.0,0.6430653347297192,0.5419958419958417,0.10106949273387744,-180.0
nmos,4,sqrt,1.2,140.0,0.5379555106723178,0.4377485012930095,0.10020700937930832,-155.0
nmos,4,sqrt,1.2,185.0,0.5103744755407124,0.4377485012930095,0.07262597424770284,-110.0
nmos,4,sqrt,1.2,220.0,0.4865599533910548,0.4377485012930095,0.04881145209804527,-75.0
nmos,4,sqrt,1.2,115.0,0.5495187690273418,0.4377485012930095,0.11177026773433224,-180.0
nmos,4,sqrt,1.2,140.0,0.5363380220761771,0.4377485012930095,0.09858952078316757,-155.0
nmos,4,sqrt,1.2,185.0,0.513227020477484,0.4377485012930095,0.07547851918447451,-110.0
nmos,4,sqrt,1.2,85.0,0.5597237674014326,0.4377485012930095,0.12197526610842307,-210.0
nmos,4,sqrt,1.2,220.0,0.49237345110058073,0.4377485012930095,0.05462494980757121,-75.0
nmos,4,sqrt,1.2,115.0,0.5490000901731368,0.4377485012930095,0.11125158888012726,-180.0
nmos,4,sqrt,1.2,140.0,0.5389558280455085,0.4377485012930095,0.10120732675249894,-155.0
nmos,4,sqrt,1.2,185.0,0.5135088387574156,0.4377485012930095,0.07576033746440608,-110.0
nmos,4,sqrt,1.2,85.0,0.5621012074714629,0.4377485012930095,0.12435270617845334,-210.0
nmos,4,sqrt,1.2,220.0,0.4935317270955308,0.4377485012930095,0.055783225802521264,-75.0
nmos,4,sqrt,1.2,115.0,0.5495218244094886,0.4377485012930095,0.11177332311647908,-180.0
nmos,4,traditional,0.1,140.0,0.6441531728665204,0.5464879356568366,0.09766523720968379,-155.0
nmos,4,traditional,0.1,185.0,0.6200544127405438,0.5464879356568366,0.07356647708370723,-110.0
nmos,4,traditional,0.1,220.0,0.6032485262178097,0.5464879356568366,0.056760590560973045,-75.0
nmos,4,traditional,0.1,115.0,0.6538008048289737,0.5464879356568366,0.10731286917213712,-180.0
nmos,4,traditional,0.1,140.0,0.6425639617876355,0.5464879356568366,0.09607602613079891,-155.0
nmos,4,traditional,0.1,185.0,0.6196820349761525,0.5464879356568366,0.07319409931931586,-110.0
nmos,4,traditional,0.1,85.0,0.6630945236309076,0.5464879356568366,0.11660658797407097,-210.0
nmos,4,traditional,0.1,220.0,0.5992636321267676,0.5464879356568366,0.052775696469930966,-75.0
nmos,4,traditional,0.1,115.0,0.6529598949388826,0.5464879356568366,0.106471959282046,-180.0
nmos,4,traditional,0.1,140.0,0.6444193331841572,0.5464879356568366,0.09793139752732061,-155.0
nmos,4,traditional,0.1,185.0,0.6206567366283003,0.5464879356568366,0.07416880097146372,-110.0
nmos,4,traditional,0.1,85.0,0.6651898249976089,0.5464879356568366,0.1187018893407723,-210.0
nmos,4,traditional,0.1,220.0,0.6004255319148941,0.5464879356568366,0.053937596258057496,-75.0
nmos,4,traditional,0.1,115.0,0.6540266997826761,0.5464879356568366,0.10753876412583951,-180.0
pmos,1,sqrt,0.0,140.0,-0.49361616934028174,-0.3783675466314667,-0.11524862270881503,-155.0
pmos,1,sqrt,0.0,185.0,-0.4583038977120476,-0.3783675466314667,-0.07993635108058089,-110.0
pmos,1,sqrt,0.0,85.0,-0.5251650491065298,-0.3783675466314667,-0.14679750247506312,-210.0
pmos,1,sqrt,0.0,220.0,-0.37255450269143614,-0.3783675466314667,0.005813043940030571,-75.0
pmos,1,sqrt,0.0,115.0,-0.5083208839738302,-0.3783675466314667,-0.12995333734236353,-180.0
pmos,1,sqrt,0.0,140.0,-0.4853969223672438,-0.3783675466314667,-0.10702937573577709,-155.0
pmos,1,sqrt,0.0,185.0,-0.44827691725410795,-0.3783675466314667,-0.06990937062264124,-110.0
pmos,1,sqrt,0.0,85.0,-0.514062049335648,-0.3783675466314667,-0.13569450270418132,-210.0
pmos,1,sqrt,0.0,220.0,-0.42606493672441725,-0.3783675466314667,-0.04769739009295054,-75.0
pmos,1,sqrt,0.0,115.0,-0.4958090745452436,-0.3783675466314667,-0.11744152791377688,-180.0
pmos,1,sqrt,0.0,140.0,-0.4844266074205979,-0.3783675466314667,-0.10605906078913119,-155.0
pmos,1,sqrt,0.0,185.0,-0.45503582816912413,-0.3783675466314667,-0.07666828153765742,-110.0
pmos,1,sqrt,0.0,85.0,-0.517530184415326,-0.3783675466314667,-0.13916263778385923,-210.0
pmos,1,sqrt,0.0,220.0,-0.42975404026271974,-0.3783675466314667,-0.05138649363125303,-75.0
pmos,1,sqrt,0.0,115.0,-0.5005150631803289,-0.3783675466314667,-0.12214751654886219,-180.0
pmos,1,traditional,1.1,140.0,-0.6255081057816458,-0.5186251204625765,-0.10688298531906937,-155.0
pmos,1,traditional,1.1,185.0,-0.5908033728208576,-0.5186251204625765,-0.07217825235828113,-110.0
pmos,1,traditional,1.1,85.0,-0.6629335494327385,-0.5186251204625765,-0.14430842897016205,-210.0
pmos,1,traditional,1.1,220.0,-0.5932924367137757,-0.5186251204625765,-0.07466731625119927,-75.0
pmos,1,traditional,1.1,115.0,-0.6446787889976006,-0.5186251204625765,-0.1260536685350241,-180.0
pmos,1,traditional,1.1,140.0,-0.6116077231886828,-0.5186251204625765,-0.09298260272610637,-155.0
pmos,1,traditional,1.1,185.0,-0.5754425119285828,-0.5186251204625765,-0.056817391466006284,-110.0
pmos,1,traditional,1.1,85.0,-0.644859510086455,-0.5186251204625765,-0.12623438962387856,-210.0
pmos,1,traditional,1.1,220.0,-0.5508117898896757,-0.5186251204625765,-0.032186669427099246,-75.0
pmos,1,traditional,1.1,115.0,-0.6269317551322361,-0.5186251204625765,-0.10830663466965962,-180.0
pmos,1,traditional,1.1,140.0,-0.6263623395149787,-0.5186251204625765,-0.10773721905240219,-155.0
pmos,1,traditional,1.1,185.0,-0.586246800062693,-0.5186251204625765,-0.06762167960011656,-110.0
pmos,1,traditional,1.1,85.0,-0.6649741943878219,-0.5186251204625765,-0.14634907392524543,-210.0
pmos,1,traditional,1.1,220.0,-0.5642977137453413,-0.5186251204625765,-0.04567259328276485,-75.0
pmos,1,traditional,1.1,115.0,-0.6442953111524673,-0.5186251204625765,-0.12567019068989083,-180.0
pmos,2,sqrt,0.0,140.0,-0.5189321881583666,-0.3942006653350091,-0.12473152282335753,-155.0
pmos,2,sqrt,0.0,185.0,-0.48106649483899505,-0.3942006653350091,-0.08686582950398597,-110.0
pmos,2,sqrt,0.0,85.0,-0.5570176725637324,-0.3942006653350091,-0.16281700722872328,-210.0
pmos,2,sqrt,0.0,220.0,-0.3718250863099763,-0.3942006653350091,0.022375579025032788,-75.0
pmos,2,sqrt,0.0,115.0,-0.5367139748016994,-0.3942006653350091,-0.14251330946669027,-180.0
pmos,2,sqrt,0.0,140.0,-0.5179562981059846,-0.3942006653350091,-0.12375563277097557,-155.0
pmos,2,sqrt,0.0,185.0,-0.48413993006740896,-0.3942006653350091,-0.08993926473239988,-110.0
pmos,2,sqrt,0.0,85.0,-0.5470188765969208,-0.3942006653350091,-0.15281821126191175,-210.0
pmos,2,sqrt,0.0,220.0,-0.45548926229022146,-0.3942006653350091,-0.06128859695521238,-75.0
pmos,2,sqrt,0.0,115.0,-0.5304321620505182,-0.3942006653350091,-0.13623149671550916,-180.0
pmos,2,sqrt,0.0,140.0,-0.532816528901653,-0.3942006653350091,-0.1386158635666439,-155.0
pmos,2,sqrt,0.0,185.0,-0.4918325229721486,-0.3942006653350091,-0.0976318576371395,-110.0
pmos,2,sqrt,0.0,85.0,-0.5694396292718419,-0.3942006653350091,-0.1752389639368328,-210.0
pmos,2,sqrt,0.0,220.0,-0.4665272138104918,-0.3942006653350091,-0.0723265484754827,-75.0
pmos,2,sqrt,0.0,115.0,-0.5486502590591996,-0.3942006653350091,-0.15444959372419054,-180.0
pmos,2,traditional,1.1,140.0,-0.641984021304927,-0.5165454545454543,-0.12543856675947274,-155.0
pmos,2,traditional,1.1,185.0,-0.6044671532846713,-0.5165454545454543,-0.08792169873921696,-110.0
pmos,2,traditional,1.1,85.0,-0.6810184804928128,-0.5165454545454543,-0.16447302594735846,-210.0
pmos,2,traditional,1.1,220.0,-0.5807255520504737,-0.5165454545454543,-0.0641800975050194,-75.0
pmos,2,traditional,1.1,115.0,-0.6603053435114506,-0.5165454545454543,-0.14375988896599634,-180.0
pmos,2,traditional,1.1,140.0,-0.6496303408545365,-0.5165454545454543,-0.13308488630908222,-155.0
pmos,2,traditional,1.1,185.0,-0.6147379239465571,-0.5165454545454543,-0.09819246940110282,-110.0
pmos,2,traditional,1.1,85.0,-0.6847406082289803,-0.5165454545454543,-0.168195153683526,-210.0
pmos,2,traditional,1.1,220.0,-0.5882291090204762,-0.5165454545454543,-0.0716836544750219,-75.0
pmos,2,traditional,1.1,115.0,-0.6642300556586269,-0.5165454545454543,-0.1476846011131726,-180.0
pmos,2,traditional,1.1,140.0,-0.6529860777724438,-0.5165454545454543,-0.13644062322698947,-155.0
pmos,2,traditional,1.1,185.0,-0.6149300155520996,-0.5165454545454543,-0.09838456100664528,-110.0
pmos,2,traditional,1.1,85.0,-0.6872311827956991,-0.5165454545454543,-0.17068572825024475,-210.0
pmos,2,traditional,1.1,220.0,-0.5867967134313342,-0.5165454545454543,-0.07025125888587991,-75.0
pmos,2,traditional,1.1,115.0,-0.6677257989810098,-0.5165454545454543,-0.1511803444355555,-180.0
pmos,3,sqrt,0.0,85.0,-0.5691029169578735,-0.3275093114044085,-0.24159360555346504,-210.0
pmos,3,sqrt,0.0,140.0,-0.4489120706864303,-0.3275093114044085,-0.12140275928202182,-155.0
pmos,3,sqrt,0.0,185.0,-0.410014612693224,-0.3275093114044085,-0.0825053012888155,-110.0
pmos,3,sqrt,0.0,85.0,-0.4822762893922251,-0.3275093114044085,-0.15476697798781663,-210.0
pmos,3,sqrt,0.0,220.0,-0.3848727615310234,-0.3275093114044085,-0.05736345012661492,-75.0
pmos,3,sqrt,0.0,115.0,-0.46389893554131895,-0.3275093114044085,-0.13638962413691047,-180.0
pmos,3,sqrt,0.0,140.0,-0.4447201304957975,-0.3275093114044085,-0.11721081909138903,-155.0
pmos,3,sqrt,0.0,185.0,-0.41081825984340836,-0.3275093114044085,-0.08330894843899989,-110.0
pmos,3,sqrt,0.0,85.0,-0.4810349485787113,-0.3275093114044085,-0.15352563717430284,-210.0
pmos,3,sqrt,0.0,220.0,-0.38429847376554177,-0.3275093114044085,-0.056789162361133294,-75.0
pmos,3,sqrt,0.0,115.0,-0.4624375469407451,-0.3275093114044085,-0.13492823553633665,-180.0
pmos,3,traditional,1.1,85.0,-0.6648125937031487,-0.46695307336417685,-0.19785952033897186,-210.0
pmos,3,traditional,1.1,140.0,-0.5840176600441503,-0.46695307336417685,-0.11706458667997349,-155.0
pmos,3,traditional,1.1,185.0,-0.5479370078740156,-0.46695307336417685,-0.0809839345098387,-110.0
pmos,3,traditional,1.1,85.0,-0.6191320237551395,-0.46695307336417685,-0.1521789503909627,-210.0
pmos,3,traditional,1.1,220.0,-0.5219646365422396,-0.46695307336417685,-0.05501156317806272,-75.0
pmos,3,traditional,1.1,115.0,-0.5987903225806452,-0.46695307336417685,-0.1318372492164684,-180.0
pmos,3,traditional,1.1,140.0,-0.5824644781969626,-0.46695307336417685,-0.11551140483278571,-155.0
pmos,3,traditional,1.1,185.0,-0.5496952180767207,-0.46695307336417685,-0.08274214471254387,-110.0
pmos,3,traditional,1.1,85.0,-0.6213574153017728,-0.46695307336417685,-0.15440434193759595,-210.0
pmos,3,traditional,1.1,220.0,-0.5226965342349956,-0.46695307336417685,-0.05574346087081877,-75.0
pmos,3,traditional,1.1,115.0,-0.6011230697239122,-0.46695307336417685,-0.1341699963597353,-180.0
pmos,4,sqrt,0.0,140.0,-0.5167856517291806,-0.3834395851297731,-0.13334606659940745,-155.0
pmos,4,sqrt,0.0,185.0,-0.47222785794692596,-0.3834395851297731,-0.08878827281715285,-110.0
pmos,4,sqrt,0.0,220.0,-0.4244726257681834,-0.3834395851297731,-0.04103304063841029,-75.0
pmos,4,sqrt,0.0,115.0,-0.5416346007724002,-0.3834395851297731,-0.1581950156426271,-180.0
pmos,4,sqrt,0.0,140.0,-0.5181416435143245,-0.3834395851297731,-0.13470205838455135,-155.0
pmos,4,sqrt,0.0,185.0,-0.47428114243860897,-0.3834395851297731,-0.09084155730883586,-110.0
pmos,4,sqrt,0.0,85.0,-0.5647806923056273,-0.3834395851297731,-0.18134110717585422,-210.0
pmos,4,sqrt,0.0,220.0,-0.44411464408027335,-0.3834395851297731,-0.06067505895050024,-75.0
pmos,4,sqrt,0.0,115.0,-0.5365168959319218,-0.3834395851297731,-0.15307731080214865,-180.0
pmos,4,sqrt,0.0,140.0,-0.5169081109121973,-0.3834395851297731,-0.13346852578242424,-155.0
pmos,4,sqrt,0.0,185.0,-0.47574826532068226,-0.3834395851297731,-0.09230868019090915,-110.0
pmos,4,sqrt,0.0,85.0,-0.5661137599712582,-0.3834395851297731,-0.18267417484148513,-210.0
pmos,4,sqrt,0.0,220.0,-0.4448509760550556,-0.3834395851297731,-0.06141139092528247,-75.0
pmos,4,sqrt,0.0,115.0,-0.5396704132788209,-0.3834395851297731,-0.15623082814904782,-180.0
pmos,4,traditional,1.1,140.0,-0.6124104234527689,-0.48526612618963666,-0.1271442972631322,-155.0
pmos,4,traditional,1.1,185.0,-0.5709858356940514,-0.48526612618963666,-0.08571970950441471,-110.0
pmos,4,traditional,1.1,220.0,-0.5452072538860107,-0.48526612618963666,-0.059941127696374,-75.0
pmos,4,traditional,1.1,115.0,-0.6366666666666669,-0.48526612618963666,-0.15140054047703028,-180.0
pmos,4,traditional,1.1,140.0,-0.6157999056158565,-0.48526612618963666,-0.13053377942621985,-155.0
pmos,4,traditional,1.1,185.0,-0.5711643835616442,-0.48526612618963666,-0.08589825737200757,-110.0
pmos,4,traditional,1.1,85.0,-0.6641198786039456,-0.48526612618963666,-0.17885375241430895,-210.0
pmos,4,traditional,1.1,220.0,-0.5415039577836411,-0.48526612618963666,-0.05623783159400447,-75.0
pmos,4,traditional,1.1,115.0,-0.6345788798631893,-0.48526612618963666,-0.14931275367355262,-180.0
pmos,4,traditional,1.1,140.0,-0.6151089588377727,-0.48526612618963666,-0.12984283264813606,-155.0
pmos,4,traditional,1.1,185.0,-0.5752219626168227,-0.48526612618963666,-0.08995583642718602,-110.0
pmos,4,traditional,1.1,85.0,-0.665572755417957,-0.48526612618963666,-0.18030662922832036,-210.0
pmos,4,traditional,1.1,220.0,-0.5441303759805245,-0.48526612618963666,-0.058864249790887835,-75.0
pmos,4,traditional,1.1,115.0,-0.6365783760312635,-0.48526612618963666,-0.1513122498416269,-180.0
